filename,accession_number,detected_form,folder_form,csv_form,filing_date,cik,url,mismatch_flag,notes
0001181431-11-053091_rrd323954.html.html,0001181431-11-053091,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143111053091/0001181431-11-053091-index.html,False,
0001334036-23-000178_wk-form4_1701732029.xml.html,0001334036-23-000178,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000178/0001334036-23-000178-index.html,False,
0001181431-12-049062_0001181431-12-049062.txt.html,0001181431-12-049062,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143112049062/0001181431-12-049062-index.html,False,
0001334036-24-000098_crocs_powerofattorneyxsm.htm.html,0001334036-24-000098,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403624000098/0001334036-24-000098-index.html,False,
0001181431-12-053459_rrd357326.html.html,0001181431-12-053459,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143112053459/0001181431-12-053459-index.html,False,
0001334036-23-000133_wk-form4_1691184244.xml.html,0001334036-23-000133,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000133/0001334036-23-000133-index.html,False,
0001209191-19-012412_doc4.html.html,0001209191-19-012412,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919119012412/0001209191-19-012412-index.html,False,
0001181431-14-035479_rrd418223.xml.html,0001181431-14-035479,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114035479/0001181431-14-035479-index.html,False,
0001181431-11-039419_rrd284189_320919.htm.html,0001181431-11-039419,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143111039419/0001181431-11-039419-index.html,False,
0001334036-25-000022_wk-form4_1741134371.xml.html,0001334036-25-000022,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403625000022/0001334036-25-000022-index.html,False,
